Id,Area (ABD),Diameter (ABD),Volume (ABD),Diameter (ESD),Volume (ESD),Length,Width,Aspect Ratio,Transparency,Intensity,Sigma Intensity,Sum Intensity,Compactness,Elongation,Perimeter,Convex Perimeter,Roughness,Feret Max Angle,PPC,Ch1 Peak,Ch1 TOF,Ch2 Peak,Ch2 TOF,Ch3 Peak,Ch3 TOF,Avg Red,Avg Green,Avg Blue,Red Green Ratio,Blue Green,Red Blue Ratio,CaptureX,CaptureY,SaveX,SaveY,PixelW,PixelH,Cal Const,Timestamp,Filename
31,437.38,23.60,6.88e+003,31.78,1.68e+004,41.87,14.93,0.36,0.26,104.34,43.16,15651.00,2.47,5.59,116.60,99.92,1.17,10.00,1.00,264.00,2878.00,258.00,62.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,302,649,560,278,84,70,1.7076,"2008-03-11 16:00:31.198",S04.2008-03-10.300F4X3_000001.tif
32,408.23,22.80,6.20e+003,27.81,1.13e+004,34.68,19.19,0.55,0.18,103.24,39.12,14454.00,2.35,5.19,109.77,87.42,1.26,-70.00,1.00,264.00,2878.00,258.00,62.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,848,718,646,278,74,49,1.7076,"2008-03-11 16:00:31.198",S04.2008-03-10.300F4X3_000001.tif
33,265.35,18.38,3.25e+003,32.46,1.79e+004,46.23,8.54,0.18,0.43,43.79,13.17,3985.00,3.85,10.01,113.36,102.03,1.11,-85.00,1.00,189.00,5236.00,240.00,3508.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,684,408,722,278,65,87,1.7076,"2008-03-11 16:00:31.408",S04.2008-03-10.300F4X3_000001.tif
34,338.24,20.75,4.68e+003,26.83,1.01e+004,33.07,18.12,0.55,0.23,75.11,38.14,8713.00,5.03,13.73,146.24,84.34,1.73,20.00,1.00,189.00,5236.00,240.00,3508.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,523,413,789,278,78,72,1.7076,"2008-03-11 16:00:31.408",S04.2008-03-10.300F4X3_000001.tif
35,303.25,19.65,3.97e+003,25.21,8.38e+003,30.89,18.78,0.61,0.22,75.43,36.21,7845.00,2.99,7.26,106.77,79.23,1.35,-70.00,1.00,231.00,1298.00,244.00,1156.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,691,577,869,278,71,77,1.7076,"2008-03-11 16:00:31.889",S04.2008-03-10.300F4X3_000001.tif
36,626.92,28.25,1.18e+004,36.80,2.61e+004,44.89,24.32,0.54,0.23,83.34,39.92,17919.00,2.60,6.01,143.17,115.69,1.24,-20.00,1.00,181.00,2939.00,260.00,1230.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,266,589,0,373,86,77,1.7076,"2008-03-11 16:00:32.339",S04.2008-03-10.300F4X3_000001.tif
37,335.33,20.66,4.62e+003,41.35,3.70e+004,59.84,16.29,0.27,0.50,52.03,19.46,5983.00,6.05,16.94,159.66,129.99,1.23,-85.00,1.00,233.00,91.00,248.00,3021.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,572,88,373,60,95,1.7076,"2008-03-11 16:00:33.241",S04.2008-03-10.300F4X3_000001.tif
38,1446.29,42.91,4.14e+004,56.46,9.42e+004,71.96,36.40,0.51,0.24,113.92,45.97,56502.00,3.83,9.92,263.67,177.48,1.49,-65.00,1.00,219.00,6.00,259.00,2249.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139,238,150,373,92,98,1.7076,"2008-03-11 16:00:33.681",S04.2008-03-10.300F4X3_000001.tif
39,405.31,22.72,6.14e+003,25.71,8.90e+003,29.22,23.07,0.79,0.12,85.46,36.84,11879.00,1.92,3.77,98.94,80.84,1.22,85.00,1.00,219.00,6.00,259.00,2249.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,326,565,244,373,74,77,1.7076,"2008-03-11 16:00:33.681",S04.2008-03-10.300F4X3_000001.tif
40,332.41,20.57,4.56e+003,26.20,9.41e+003,28.22,23.23,0.82,0.21,85.13,35.19,9705.00,2.35,5.20,99.11,82.35,1.20,-75.00,1.00,215.00,2428.00,237.00,1754.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,685,70,320,373,74,76,1.7076,"2008-03-11 16:00:35.083",S04.2008-03-10.300F4X3_000001.tif
41,379.07,21.97,5.55e+003,25.33,8.51e+003,30.72,18.11,0.59,0.13,112.47,41.68,14621.00,1.71,3.05,90.28,79.64,1.13,60.00,1.00,215.00,2428.00,237.00,1754.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,937,535,396,373,73,77,1.7076,"2008-03-11 16:00:35.083",S04.2008-03-10.300F4X3_000001.tif
42,367.40,21.63,5.30e+003,43.03,4.17e+004,61.32,20.23,0.33,0.50,57.61,25.68,7259.00,9.33,27.27,207.54,135.27,1.53,-75.00,1.00,193.00,2455.00,267.00,596.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,446,513,471,373,75,95,1.7076,"2008-03-11 16:00:35.514",S04.2008-03-10.300F4X3_000001.tif
43,434.47,23.52,6.81e+003,27.78,1.12e+004,30.11,24.36,0.81,0.15,96.85,43.48,14431.00,2.18,4.64,109.19,87.32,1.25,55.00,1.00,456.00,0.00,172.00,751.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,467,435,548,373,75,76,1.7076,"2008-03-11 16:00:35.764",S04.2008-03-10.300F4X3_000001.tif
44,454.88,24.07,7.30e+003,33.25,1.93e+004,41.68,23.77,0.57,0.28,98.62,43.00,15384.00,2.81,6.67,126.68,104.54,1.21,-20.00,1.00,456.00,0.00,172.00,751.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,213,549,625,373,83,75,1.7076,"2008-03-11 16:00:35.764",S04.2008-03-10.300F4X3_000001.tif
45,717.31,30.22,1.45e+004,34.68,2.18e+004,40.20,26.57,0.66,0.13,95.96,38.25,23606.00,2.09,4.33,137.16,109.03,1.26,75.00,1.00,238.00,0.00,256.00,1690.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,562,213,710,373,79,83,1.7076,"2008-03-11 16:00:36.225",S04.2008-03-10.300F4X3_000001.tif
46,440.30,23.68,6.95e+003,25.54,8.73e+003,29.24,22.12,0.76,0.07,92.84,35.40,14019.00,1.31,1.38,85.04,80.30,1.06,-60.00,1.00,189.00,2441.00,252.00,3041.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,789,178,791,373,73,75,1.7076,"2008-03-11 16:00:37.166",S04.2008-03-10.300F4X3_000001.tif
47,513.20,25.56,8.75e+003,29.99,1.41e+004,37.72,22.22,0.59,0.15,89.01,34.78,15665.00,1.79,3.31,107.36,94.26,1.14,60.00,1.00,189.00,2441.00,252.00,3041.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,606,506,866,373,75,79,1.7076,"2008-03-11 16:00:37.166",S04.2008-03-10.300F4X3_000001.tif
48,4012.28,71.47,1.91e+005,86.43,3.38e+005,94.14,71.56,0.76,0.17,123.08,40.50,169362.00,3.35,8.42,411.25,271.70,1.51,65.00,1.00,185.00,1742.00,303.00,582.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,935,526,0,473,88,113,1.7076,"2008-03-11 16:00:37.356",S04.2008-03-10.300F4X3_000001.tif
49,428.64,23.36,6.68e+003,27.72,1.12e+004,31.08,24.46,0.79,0.16,108.98,44.55,16020.00,1.74,3.13,96.70,87.13,1.11,-35.00,1.00,311.00,0.00,254.00,3484.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,327,372,90,473,76,76,1.7076,"2008-03-11 16:00:37.567",S04.2008-03-10.300F4X3_000001.tif
50,355.74,21.28,5.05e+003,30.30,1.46e+004,40.65,18.62,0.46,0.30,64.11,25.10,7821.00,4.00,10.48,133.75,95.24,1.40,-15.00,1.00,361.00,8712.00,280.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16,1,168,473,83,71,1.7076,"2008-03-11 16:00:37.807",S04.2008-03-10.300F4X3_000001.tif
51,428.64,23.36,6.68e+003,26.31,9.53e+003,33.46,18.04,0.54,0.11,125.54,43.62,18454.00,1.43,2.00,87.87,82.70,1.06,-35.00,1.00,216.00,5988.00,246.00,8211.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,33,253,473,60,74,1.7076,"2008-03-11 16:00:38.037",S04.2008-03-10.300F4X3_000001.tif
52,609.42,27.86,1.13e+004,30.66,1.51e+004,32.49,29.36,0.90,0.09,82.65,34.07,17273.00,2.76,6.52,145.41,96.39,1.51,20.00,1.00,211.00,1115.00,247.00,3466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,869,145,315,473,78,78,1.7076,"2008-03-11 16:00:38.418",S04.2008-03-10.300F4X3_000001.tif
53,297.42,19.46,3.86e+003,26.88,1.02e+004,36.03,13.66,0.38,0.28,66.26,27.71,6759.00,2.52,5.75,97.11,84.51,1.15,5.00,1.00,211.00,1115.00,247.00,3466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,459,715,395,473,81,52,1.7076,"2008-03-11 16:00:38.418",S04.2008-03-10.300F4X3_000001.tif
54,1093.46,37.31,2.72e+004,66.17,1.52e+005,95.86,14.44,0.15,0.44,91.13,27.22,34175.00,3.48,8.82,218.64,208.00,1.05,-85.00,1.00,170.00,1920.00,251.00,2348.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,201,34,478,473,71,116,1.7076,"2008-03-11 16:00:38.839",S04.2008-03-10.300F4X3_000001.tif
55,469.46,24.45,7.65e+003,25.15,8.33e+003,25.98,23.91,0.92,0.03,97.96,37.06,15771.00,1.16,1.00,82.62,79.05,1.05,50.00,1.00,170.00,1920.00,251.00,2348.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,519,132,551,473,74,74,1.7076,"2008-03-11 16:00:38.839",S04.2008-03-10.300F4X3_000001.tif
56,1883.67,48.97,6.15e+004,58.70,1.06e+005,72.20,46.17,0.64,0.17,109.03,42.48,70435.00,3.08,7.55,270.09,184.53,1.46,5.00,1.00,285.00,2.00,214.00,2790.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,552,166,627,473,102,90,1.7076,"2008-03-11 16:00:39.239",S04.2008-03-10.300F4X3_000001.tif
57,988.49,35.48,2.34e+004,39.87,3.32e+004,50.28,27.32,0.54,0.11,101.06,40.33,34261.00,1.43,1.97,133.09,125.34,1.06,10.00,1.00,285.00,2.00,214.00,2790.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,366,287,731,473,89,76,1.7076,"2008-03-11 16:00:39.239",S04.2008-03-10.300F4X3_000001.tif
58,577.35,27.11,1.04e+004,31.69,1.67e+004,37.61,26.89,0.71,0.14,71.31,29.57,14120.00,2.76,6.50,141.41,99.61,1.42,65.00,1.00,285.00,2.00,214.00,2790.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,579,822,473,69,81,1.7076,"2008-03-11 16:00:39.239",S04.2008-03-10.300F4X3_000001.tif
59,516.11,25.63,8.82e+003,34.88,2.22e+004,42.83,25.24,0.59,0.27,82.22,34.62,14553.00,2.81,6.69,135.09,109.66,1.23,85.00,1.00,285.00,2.00,214.00,2790.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,711,589,893,473,75,85,1.7076,"2008-03-11 16:00:39.239",S04.2008-03-10.300F4X3_000001.tif
60,685.24,29.54,1.35e+004,35.75,2.39e+004,45.23,22.13,0.49,0.17,120.48,46.14,28313.00,2.10,4.37,134.51,112.37,1.20,-80.00,1.00,388.00,6.00,247.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,703,471,0,591,77,86,1.7076,"2008-03-11 16:00:39.640",S04.2008-03-10.300F4X3_000001.tif
61,554.02,26.56,9.81e+003,28.22,1.18e+004,31.19,23.07,0.74,0.06,96.18,42.28,18275.00,1.32,1.44,95.70,88.72,1.08,-80.00,1.00,388.00,6.00,247.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,226,480,79,591,74,78,1.7076,"2008-03-11 16:00:39.640",S04.2008-03-10.300F4X3_000001.tif
62,361.57,21.46,5.17e+003,25.05,8.23e+003,32.09,17.03,0.53,0.14,88.51,35.81,10975.00,1.62,2.73,85.87,78.75,1.09,-50.00,1.00,388.00,6.00,247.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,145,591,155,591,74,75,1.7076,"2008-03-11 16:00:39.640",S04.2008-03-10.300F4X3_000001.tif
63,740.64,30.71,1.52e+004,34.49,2.15e+004,37.61,30.59,0.81,0.11,113.22,40.33,28757.00,1.80,3.36,129.51,108.42,1.19,65.00,1.00,201.00,1334.00,276.00,4742.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,546,231,591,60,81,1.7076,"2008-03-11 16:00:40.110",S04.2008-03-10.300F4X3_000001.tif
64,472.38,24.52,7.72e+003,27.62,1.10e+004,29.28,25.61,0.87,0.11,107.82,44.49,17467.00,1.77,3.26,102.53,86.82,1.18,20.00,1.00,198.00,2360.00,232.00,118.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,284,418,293,591,76,75,1.7076,"2008-03-11 16:00:40.311",S04.2008-03-10.300F4X3_000001.tif
65,390.73,22.30,5.81e+003,27.07,1.04e+004,33.61,18.78,0.56,0.18,113.25,47.55,15175.00,2.60,6.01,113.02,85.10,1.33,-75.00,1.00,368.00,8404.00,274.00,1170.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,397,233,371,591,71,79,1.7076,"2008-03-11 16:00:40.741",S04.2008-03-10.300F4X3_000001.tif
66,396.56,22.47,5.94e+003,25.11,8.29e+003,27.82,23.44,0.84,0.10,80.04,36.30,10885.00,1.80,3.36,94.70,78.92,1.20,10.00,1.00,213.00,7552.00,240.00,644.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,288,558,444,591,76,74,1.7076,"2008-03-11 16:00:40.972",S04.2008-03-10.300F4X3_000001.tif
67,317.83,20.12,4.26e+003,25.92,9.12e+003,30.31,21.82,0.72,0.22,75.09,35.78,8185.00,3.45,8.73,117.43,81.49,1.44,75.00,1.00,219.00,5861.00,252.00,1155.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450,256,522,591,73,77,1.7076,"2008-03-11 16:00:41.212",S04.2008-03-10.300F4X3_000001.tif
68,323.66,20.30,4.38e+003,26.36,9.59e+003,30.79,22.24,0.72,0.23,89.91,44.14,9980.00,3.82,9.91,124.68,82.86,1.50,40.00,1.00,204.00,1276.00,238.00,613.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,184,1,597,591,75,47,1.7076,"2008-03-11 16:00:42.914",S04.2008-03-10.300F4X3_000001.tif
69,247.85,17.76,2.94e+003,25.22,8.40e+003,29.87,19.32,0.65,0.30,99.76,43.59,8480.00,2.87,6.87,94.52,79.29,1.19,75.00,1.00,204.00,1276.00,238.00,613.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,290,196,674,591,72,77,1.7076,"2008-03-11 16:00:42.914",S04.2008-03-10.300F4X3_000001.tif
70,562.77,26.77,1.00e+004,27.98,1.15e+004,30.31,25.61,0.85,0.04,106.80,44.48,20612.00,1.23,1.00,93.28,87.96,1.06,-15.00,1.00,217.00,39.00,258.00,571.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,232,607,748,591,77,75,1.7076,"2008-03-11 16:00:44.537",S04.2008-03-10.300F4X3_000001.tif
71,335.33,20.66,4.62e+003,29.48,1.34e+004,39.15,15.75,0.40,0.30,87.29,38.35,10038.00,2.91,7.01,110.77,92.68,1.20,-65.00,1.00,181.00,1756.00,253.00,1161.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,855,188,827,591,71,81,1.7076,"2008-03-11 16:00:44.967",S04.2008-03-10.300F4X3_000001.tif
72,449.05,23.91,7.16e+003,25.42,8.60e+003,28.38,20.90,0.74,0.06,94.71,38.29,14586.00,1.26,1.00,84.45,79.90,1.06,-50.00,1.00,207.00,1740.00,254.00,5759.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,540,621,900,591,76,74,1.7076,"2008-03-11 16:00:45.218",S04.2008-03-10.300F4X3_000001.tif
73,2717.62,58.82,1.07e+005,64.12,1.38e+005,75.40,52.45,0.70,0.08,147.84,42.30,137785.00,1.41,1.90,219.37,201.57,1.09,-75.00,1.00,199.00,5844.00,255.00,5832.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,445,514,0,0,91,103,1.7076,"2008-03-11 16:00:45.448",S04.2008-03-10.300F4X3_000002.tif
74,6464.55,90.72,3.91e+005,101.43,5.46e+005,114.88,89.07,0.78,0.11,112.02,39.14,248359.00,2.92,7.05,487.43,318.86,1.53,55.00,1.00,311.00,8.00,190.00,2374.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,645,234,93,0,115,119,1.7076,"2008-03-11 16:00:45.749",S04.2008-03-10.300F4X3_000002.tif
75,883.52,33.54,1.98e+004,35.39,2.32e+004,39.00,31.89,0.82,0.05,136.69,41.37,41417.00,1.24,1.00,117.43,111.26,1.06,-75.00,1.00,280.00,10995.00,254.00,516.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,659,73,210,0,80,82,1.7076,"2008-03-11 16:00:46.019",S04.2008-03-10.300F4X3_000002.tif
76,306.17,19.74,4.03e+003,28.42,1.20e+004,33.16,22.23,0.67,0.31,82.64,41.18,8677.00,3.80,9.82,120.85,89.34,1.35,75.00,1.00,159.00,735.00,226.00,1801.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500,311,292,0,76,79,1.7076,"2008-03-11 16:00:46.219",S04.2008-03-10.300F4X3_000002.tif
77,253.68,17.97,3.04e+003,25.25,8.43e+003,33.16,14.26,0.43,0.29,54.06,25.46,4703.00,4.46,11.93,119.26,79.39,1.50,15.00,1.00,188.00,2342.00,235.00,7013.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,894,445,370,0,79,70,1.7076,"2008-03-11 16:00:46.470",S04.2008-03-10.300F4X3_000002.tif
78,317.83,20.12,4.26e+003,28.33,1.19e+004,36.53,18.78,0.51,0.29,60.73,24.75,6620.00,3.57,9.11,119.43,89.07,1.34,-80.00,1.00,231.00,0.00,303.00,5013.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,782,534,451,0,71,81,1.7076,"2008-03-11 16:00:46.690",S04.2008-03-10.300F4X3_000002.tif
79,361.57,21.46,5.17e+003,26.80,1.01e+004,35.84,14.83,0.41,0.20,114.94,42.42,14252.00,1.83,3.47,91.28,84.24,1.08,-55.00,1.00,213.00,1838.00,295.00,2420.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,347,494,524,0,74,77,1.7076,"2008-03-11 16:00:46.910",S04.2008-03-10.300F4X3_000002.tif
80,329.50,20.48,4.50e+003,25.57,8.75e+003,33.05,15.41,0.47,0.20,78.92,31.30,8918.00,1.97,3.93,90.28,80.37,1.12,-30.00,1.00,262.00,16.00,255.00,2313.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19,723,600,0,77,44,1.7076,"2008-03-11 16:00:47.511",S04.2008-03-10.300F4X3_000002.tif
81,390.73,22.30,5.81e+003,25.71,8.90e+003,30.31,20.49,0.68,0.13,104.35,34.73,13983.00,2.22,4.76,104.36,80.82,1.29,-75.00,1.00,210.00,4213.00,254.00,647.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,109,27,679,0,72,77,1.7076,"2008-03-11 16:00:48.002",S04.2008-03-10.300F4X3_000002.tif
82,215.78,16.58,2.38e+003,25.87,9.06e+003,36.23,9.85,0.27,0.36,78.46,32.50,5806.00,3.38,8.49,95.70,81.32,1.18,-80.00,1.00,496.00,9733.00,296.00,1264.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,906,510,753,0,66,81,1.7076,"2008-03-11 16:00:49.083",S04.2008-03-10.300F4X3_000002.tif
83,583.18,27.25,1.06e+004,35.66,2.37e+004,43.03,26.57,0.62,0.24,109.27,42.85,21853.00,3.40,8.56,157.83,112.10,1.41,40.00,1.00,219.00,2899.00,281.00,4041.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,378,528,821,0,81,79,1.7076,"2008-03-11 16:00:49.304",S04.2008-03-10.300F4X3_000002.tif
84,507.37,25.42,8.60e+003,31.43,1.63e+004,38.21,18.78,0.49,0.19,86.72,35.27,15090.00,2.65,6.15,129.92,98.79,1.32,80.00,1.00,221.00,1305.00,249.00,766.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17,430,904,0,71,82,1.7076,"2008-03-11 16:00:49.985",S04.2008-03-10.300F4X3_000002.tif
85,411.14,22.88,6.27e+003,27.62,1.10e+004,31.57,22.65,0.72,0.17,91.81,38.26,12945.00,3.00,7.29,124.50,86.82,1.43,-60.00,1.00,180.00,2288.00,260.00,1124.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,933,188,0,121,76,77,1.7076,"2008-03-11 16:00:50.205",S04.2008-03-10.300F4X3_000002.tif
86,460.71,24.22,7.44e+003,27.72,1.11e+004,34.09,21.69,0.64,0.13,116.70,45.75,18439.00,1.64,2.80,97.53,87.13,1.12,-20.00,1.00,205.00,1200.00,242.00,4136.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39,214,78,121,79,73,1.7076,"2008-03-11 16:00:50.856",S04.2008-03-10.300F4X3_000002.tif
87,1081.80,37.11,2.68e+004,40.90,3.58e+004,50.63,28.22,0.56,0.09,118.90,45.33,44113.00,1.32,1.48,134.09,128.57,1.04,-30.00,1.00,189.00,3084.00,249.00,653.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,717,438,159,121,86,80,1.7076,"2008-03-11 16:00:51.196",S04.2008-03-10.300F4X3_000002.tif
88,638.58,28.51,1.21e+004,31.14,1.58e+004,33.91,28.27,0.83,0.08,114.51,44.85,25077.00,1.49,2.22,109.19,97.88,1.12,30.00,1.00,238.00,1691.00,223.00,3563.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,824,327,247,121,78,78,1.7076,"2008-03-11 16:00:51.387",S04.2008-03-10.300F4X3_000002.tif
89,574.43,27.04,1.04e+004,31.93,1.70e+004,36.23,24.80,0.68,0.15,69.18,27.59,13628.00,3.31,8.29,154.65,100.36,1.54,80.00,1.00,211.00,1151.00,243.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,691,472,327,121,75,81,1.7076,"2008-03-11 16:00:51.637",S04.2008-03-10.300F4X3_000002.tif
90,373.23,21.80,5.42e+003,28.49,1.21e+004,35.60,21.03,0.59,0.23,99.55,41.88,12743.00,2.99,7.26,118.43,89.55,1.32,50.00,1.00,211.00,1151.00,243.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,629,678,404,121,75,77,1.7076,"2008-03-11 16:00:51.637",S04.2008-03-10.300F4X3_000002.tif
91,501.53,25.27,8.45e+003,28.76,1.25e+004,34.85,23.10,0.66,0.12,109.03,39.56,18753.00,1.73,3.11,104.36,90.41,1.15,80.00,1.00,176.00,6547.00,246.00,2387.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,738,525,481,121,75,80,1.7076,"2008-03-11 16:00:51.857",S04.2008-03-10.300F4X3_000002.tif
92,641.50,28.58,1.22e+004,33.57,1.98e+004,42.30,20.49,0.48,0.15,125.84,47.94,27685.00,1.87,3.60,122.85,105.54,1.16,-75.00,1.00,176.00,6547.00,246.00,2387.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,732,704,558,121,72,63,1.7076,"2008-03-11 16:00:51.857",S04.2008-03-10.300F4X3_000002.tif
93,349.91,21.11,4.92e+003,27.34,1.07e+004,35.26,16.15,0.46,0.23,76.93,36.62,9232.00,2.71,6.36,109.19,85.93,1.27,-75.00,1.00,215.00,4089.00,271.00,1113.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,592,151,632,121,71,80,1.7076,"2008-03-11 16:00:52.538",S04.2008-03-10.300F4X3_000002.tif
94,341.16,20.84,4.74e+003,25.13,8.31e+003,31.52,17.91,0.57,0.17,120.76,41.19,14129.00,1.97,3.93,91.87,79.00,1.16,75.00,1.00,235.00,2907.00,245.00,4102.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,241,212,705,121,71,78,1.7076,"2008-03-11 16:00:52.779",S04.2008-03-10.300F4X3_000002.tif
95,411.14,22.88,6.27e+003,29.04,1.28e+004,38.22,17.40,0.46,0.21,82.69,30.23,11659.00,2.11,4.39,104.36,91.30,1.14,35.00,1.00,235.00,2907.00,245.00,4102.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,822,719,778,121,78,48,1.7076,"2008-03-11 16:00:52.779",S04.2008-03-10.300F4X3_000002.tif
96,667.74,29.16,1.30e+004,42.34,3.97e+004,57.63,20.31,0.35,0.31,73.87,32.84,16917.00,5.93,16.57,223.10,133.09,1.68,-30.00,1.00,188.00,1207.00,224.00,685.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,939,441,858,121,84,80,1.7076,"2008-03-11 16:00:52.979",S04.2008-03-10.300F4X3_000002.tif
97,370.32,21.71,5.36e+003,26.47,9.71e+003,31.96,20.01,0.63,0.18,86.58,36.34,10996.00,2.39,5.31,105.36,83.22,1.27,-75.00,1.00,195.00,5229.00,304.00,580.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,765,1,944,121,72,70,1.7076,"2008-03-11 16:00:53.219",S04.2008-03-10.300F4X3_000002.tif
98,737.72,30.65,1.51e+004,38.22,2.92e+004,43.55,30.74,0.71,0.20,97.07,42.87,24559.00,2.24,4.82,143.99,120.14,1.20,-10.00,1.00,195.00,5229.00,304.00,580.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200,42,0,204,85,80,1.7076,"2008-03-11 16:00:53.219",S04.2008-03-10.300F4X3_000002.tif
99,326.58,20.39,4.44e+003,25.24,8.42e+003,32.24,16.56,0.51,0.19,120.08,43.23,13449.00,1.93,3.81,89.04,79.35,1.12,-65.00,1.00,179.00,3110.00,250.00,104.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320,276,87,204,72,77,1.7076,"2008-03-11 16:00:53.880",S04.2008-03-10.300F4X3_000002.tif
100,466.54,24.37,7.58e+003,30.34,1.46e+004,39.00,19.36,0.50,0.20,109.69,45.62,17551.00,1.95,3.87,106.94,95.39,1.12,-75.00,1.00,203.00,4134.00,273.00,2866.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,124,18,161,204,73,82,1.7076,"2008-03-11 16:00:54.571",S04.2008-03-10.300F4X3_000002.tif
101,379.07,21.97,5.55e+003,25.40,8.58e+003,27.82,21.69,0.78,0.13,72.38,28.10,9410.00,2.85,6.79,116.43,79.83,1.46,-80.00,1.00,203.00,4134.00,273.00,2866.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,484,392,236,204,73,76,1.7076,"2008-03-11 16:00:54.571",S04.2008-03-10.300F4X3_000002.tif
102,793.12,31.78,1.68e+004,37.10,2.67e+004,43.87,26.56,0.61,0.14,105.37,37.56,28660.00,1.71,3.06,130.68,116.62,1.12,20.00,1.00,203.00,4134.00,273.00,2866.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,410,417,311,204,85,76,1.7076,"2008-03-11 16:00:54.571",S04.2008-03-10.300F4X3_000002.tif
